businessID,businessName,sector,isVerified,trustScore,totalSubmissions,qfintrustComposite,registrationDate,readinessScore,readinessTier,esgComposite,esgTier,creditScore,loanDecision
SME_00015,Bright Bakery Digital,Food,False,50,0,0,2026-06-10T07:09:24,58.5,B,60.44,B,641,CONDITIONAL REVIEW
SME_00016,Nova Plastic Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:24,57.98,B,66.55,B,635,CONDITIONAL REVIEW
SME_00017,Trust Beverage Studio,Food,True,50,0,0,2026-06-10T07:09:24,77.53,A,76.25,A,685,APPROVE
SME_00018,Blue Electronics Partners,Retail,False,50,0,0,2026-06-10T07:09:24,51.74,B,55.66,B,536,FRAUD REVIEW
SME_00019,Future SMEFinance Traders,FinTech,True,50,0,0,2026-06-10T07:09:24,71.75,A,70.52,A,735,APPROVE
SME_00020,Nova FleetServices Ventures,Logistics,True,50,0,0,2026-06-10T07:09:24,54.6,B,71.27,A,683,APPROVE
SME_00021,Alpha Clinic Partners,Healthcare,True,50,0,0,2026-06-10T07:09:24,46.8,C,72.12,A,737,APPROVE
SME_00022,Future FarmInputs Hub,AgriTech,False,50,0,0,2026-06-10T07:09:24,32.61,C,37.15,C,463,FRAUD REVIEW
SME_00023,Green Accessories Agro,Textile,True,50,0,0,2026-06-10T07:09:24,71.58,A,89.1,A,778,APPROVE
SME_00024,Trust Dyeing Ventures,Textile,False,50,0,0,2026-06-10T07:09:24,48.26,C,54.49,B,486,FRAUD REVIEW
SME_00025,Smart LendingTech Hub,FinTech,False,50,0,0,2026-06-10T07:09:24,77.3,A,74.45,A,743,FRAUD REVIEW
SME_00026,Urban Plastic Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:24,37.01,C,57.95,B,611,FRAUD REVIEW
SME_00027,Bright Restaurant Textiles,Food,False,50,0,0,2026-06-10T07:09:24,44.07,C,50.51,B,556,CONDITIONAL REVIEW
SME_00028,Secure Grocery Mart,Retail,False,50,0,0,2026-06-10T07:09:24,41.29,C,52.12,B,496,FRAUD REVIEW
SME_00029,Green Fashion Hub,Retail,False,50,0,0,2026-06-10T07:09:24,41.08,C,58.98,B,583,CONDITIONAL REVIEW
SME_00030,Trust Clinic Agro,Healthcare,True,50,0,0,2026-06-10T07:09:24,61.59,B,78.83,A,736,APPROVE
SME_00031,Urban HealthServices Mart,Healthcare,True,50,0,0,2026-06-10T07:09:24,81.03,A,72.77,A,708,APPROVE
SME_00032,Fresh Garments Logistics,Textile,True,50,0,0,2026-06-10T07:09:24,61.53,B,72.3,A,700,APPROVE
SME_00033,Golden ColdStorage Foods,AgriTech,False,50,0,0,2026-06-10T07:09:24,30.12,C,45.09,C,469,REJECT
SME_00034,Bright ColdStorage Digital,AgriTech,True,50,0,0,2026-06-10T07:09:24,64.41,B,71.5,A,682,APPROVE
SME_00035,Bright ProcessedFood Textiles,Food,False,50,0,0,2026-06-10T07:09:24,50.58,B,65.99,B,578,CONDITIONAL REVIEW
SME_00036,Secure LightManufacturing Works,Manufacturing,True,50,0,0,2026-06-10T07:09:24,80.22,A,74.33,A,730,APPROVE
SME_00037,Smart HomeGoods Studio,Retail,True,50,0,0,2026-06-10T07:09:25,57.87,B,67.5,B,695,APPROVE
SME_00038,Blue Bakery Partners,Food,True,50,0,0,2026-06-10T07:09:25,51.06,B,66.26,B,695,APPROVE
SME_00039,Fresh Packaging Foods,Manufacturing,False,50,0,0,2026-06-10T07:09:25,51.03,B,56.65,B,582,CONDITIONAL REVIEW
SME_00040,Green Delivery Mart,Logistics,True,50,0,0,2026-06-10T07:09:25,49.05,C,70.96,A,667,APPROVE
SME_00041,Future ProcessedFood Textiles,Food,False,50,0,0,2026-06-10T07:09:25,68.1,B,66.44,B,636,CONDITIONAL REVIEW
SME_00042,Prime LendingTech Logistics,FinTech,False,50,0,0,2026-06-10T07:09:25,74.2,A,62.41,B,624,CONDITIONAL REVIEW
SME_00043,Alpha Diagnostics Hub,Healthcare,True,50,0,0,2026-06-10T07:09:25,75.67,A,70.18,A,705,APPROVE
SME_00044,Prime AgroProcessing Mart,AgriTech,False,50,0,0,2026-06-10T07:09:25,40.59,C,44.96,C,489,REJECT
SME_00045,Golden Payments Partners,FinTech,True,50,0,0,2026-06-10T07:09:25,64.74,B,77.86,A,786,APPROVE
SME_00046,Urban AccountingTech Digital,FinTech,True,50,0,0,2026-06-10T07:09:25,80.18,A,80.52,A,795,APPROVE
SME_00047,Smart ColdStorage Care,AgriTech,False,50,0,0,2026-06-10T07:09:25,42.44,C,59.02,B,558,FRAUD REVIEW
SME_00048,Green LightManufacturing Studio,Manufacturing,False,50,0,0,2026-06-10T07:09:25,56.53,B,54.24,B,530,FRAUD REVIEW
SME_00049,Ever Diagnostics Logistics,Healthcare,True,50,0,0,2026-06-10T07:09:25,58.32,B,75.05,A,747,APPROVE
SME_00050,Golden Fashion Traders,Retail,True,50,0,0,2026-06-10T07:09:25,71.28,A,83.05,A,744,APPROVE
SME_00051,Urban Packaging Traders,Manufacturing,False,50,0,0,2026-06-10T07:09:25,32.64,C,47.31,C,495,FRAUD REVIEW
SME_00052,Vertex Grocery Foods,Retail,True,50,0,0,2026-06-10T07:09:25,57.11,B,70.89,A,701,APPROVE
SME_00053,Future SMEFinance Care,FinTech,True,50,0,0,2026-06-10T07:09:25,59.62,B,64.9,B,679,APPROVE
SME_00054,Bright FleetServices Mart,Logistics,True,50,0,0,2026-06-10T07:09:25,63.3,B,69.53,B,677,APPROVE
SME_00055,Nova Diagnostics Studio,Healthcare,False,50,0,0,2026-06-10T07:09:25,46.78,C,61.81,B,598,CONDITIONAL REVIEW
SME_00056,Secure LendingTech Digital,FinTech,True,50,0,0,2026-06-10T07:09:25,77.34,A,81.97,A,787,APPROVE
SME_00057,Trust ProcessedFood Hub,Food,False,50,0,0,2026-06-10T07:09:25,37.12,C,34.94,C,507,REJECT
SME_00058,Ever Restaurant Works,Food,False,50,0,0,2026-06-10T07:09:25,58.77,B,55.76,B,558,FRAUD REVIEW
SME_00059,Ever Grocery Foods,Retail,False,50,0,0,2026-06-10T07:09:25,38.25,C,54.24,B,546,CONDITIONAL REVIEW
SME_00060,Future Fashion Digital,Retail,True,50,0,0,2026-06-10T07:09:25,76.2,A,80.5,A,750,APPROVE
SME_00061,Nova Warehousing Partners,Logistics,True,50,0,0,2026-06-10T07:09:25,68.84,B,69.37,B,697,APPROVE
SME_00062,Ever Restaurant Partners,Food,False,50,0,0,2026-06-10T07:09:25,40.95,C,57.62,B,612,CONDITIONAL REVIEW
SME_00063,Vertex Restaurant Foods,Food,True,50,0,0,2026-06-10T07:09:25,68.16,B,80.79,A,742,APPROVE
SME_00064,Ever HealthServices Digital,Healthcare,True,50,0,0,2026-06-10T07:09:25,75.09,A,73.24,A,719,APPROVE
SME_00065,Fresh SupplyChain Partners,Logistics,False,50,0,0,2026-06-10T07:09:25,50.34,B,65.73,B,614,FRAUD REVIEW
SME_00066,Prime ProcessedFood Agro,Food,False,50,0,0,2026-06-10T07:09:25,62.9,B,70.98,A,674,FRAUD REVIEW
SME_00067,Secure Restaurant Digital,Food,False,50,0,0,2026-06-10T07:09:25,47.43,C,62.02,B,617,CONDITIONAL REVIEW
SME_00068,Urban MetalWorks Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:25,35.7,C,37.07,C,503,REJECT
SME_00069,Smart Fashion Traders,Retail,True,50,0,0,2026-06-10T07:09:26,55.97,B,75.82,A,725,APPROVE
SME_00070,Bright Restaurant Digital,Food,False,50,0,0,2026-06-10T07:09:26,41.87,C,46.05,C,502,REJECT
SME_00071,Golden LightManufacturing Partners,Manufacturing,True,50,0,0,2026-06-10T07:09:26,58.64,B,64.08,B,680,APPROVE
SME_00072,Trust ColdStorage Solutions,AgriTech,False,50,0,0,2026-06-10T07:09:26,59.95,B,70.71,A,640,CONDITIONAL REVIEW
SME_00073,Alpha Accessories Agro,Textile,True,50,0,0,2026-06-10T07:09:26,58.26,B,74.5,A,666,APPROVE
SME_00074,Nova MetalWorks Partners,Manufacturing,False,50,0,0,2026-06-10T07:09:26,37.78,C,53.22,B,530,FRAUD REVIEW
SME_00075,Ever Fashion Hub,Retail,True,50,0,0,2026-06-10T07:09:26,68.62,B,75.33,A,719,APPROVE
SME_00076,Smart Plastic Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:26,39.57,C,57.18,B,596,FRAUD REVIEW
SME_00077,Bright MetalWorks Traders,Manufacturing,True,50,0,0,2026-06-10T07:09:26,72.17,A,80.26,A,775,APPROVE
SME_00078,Alpha Warehousing Traders,Logistics,True,50,0,0,2026-06-10T07:09:26,74.41,A,77.52,A,709,APPROVE
SME_00079,Future Beverage Works,Food,False,50,0,0,2026-06-10T07:09:26,24.44,D,35.96,C,449,FRAUD REVIEW
SME_00080,Smart SMEFinance Ventures,FinTech,False,50,0,0,2026-06-10T07:09:26,52.9,B,70.11,A,727,FRAUD REVIEW
SME_00081,Ever SupplyChain Ventures,Logistics,True,50,0,0,2026-06-10T07:09:26,78.85,A,79.36,A,706,APPROVE
SME_00082,Future FarmInputs Agro,AgriTech,False,50,0,0,2026-06-10T07:09:26,41.6,C,53.79,B,559,CONDITIONAL REVIEW
SME_00083,Nova LendingTech Textiles,FinTech,True,50,0,0,2026-06-10T07:09:26,53.91,B,73.53,A,740,APPROVE
SME_00084,Golden Electronics Traders,Retail,True,50,0,0,2026-06-10T07:09:26,64.94,B,65.47,B,738,APPROVE
SME_00085,Urban Electronics Agro,Retail,True,50,0,0,2026-06-10T07:09:26,46.81,C,65.51,B,682,APPROVE
SME_00086,Rapid Grocery Digital,Retail,False,50,0,0,2026-06-10T07:09:26,48.3,C,66.99,B,654,CONDITIONAL REVIEW
SME_00087,Smart HealthServices Textiles,Healthcare,True,50,0,0,2026-06-10T07:09:26,65.12,B,78.79,A,727,APPROVE
SME_00088,Alpha Beverage Solutions,Food,True,50,0,0,2026-06-10T07:09:26,63.8,B,72.3,A,675,APPROVE
SME_00089,Smart Grocery Solutions,Retail,True,50,0,0,2026-06-10T07:09:26,65.42,B,74.78,A,710,APPROVE
SME_00090,Fresh Restaurant Mart,Food,True,50,0,0,2026-06-10T07:09:26,70.73,A,76.84,A,699,APPROVE
SME_00091,Golden Electronics Foods,Retail,True,50,0,0,2026-06-10T07:09:26,71.86,A,79.3,A,717,APPROVE
SME_00092,Urban HealthServices Enterprises,Healthcare,False,50,0,0,2026-06-10T07:09:26,38.75,C,56.89,B,584,FRAUD REVIEW
SME_00093,Smart Bakery Foods,Food,True,50,0,0,2026-06-10T07:09:26,54.25,B,64.58,B,702,APPROVE
SME_00094,Ever AgroProcessing Textiles,AgriTech,False,50,0,0,2026-06-10T07:09:26,56.93,B,59.95,B,552,CONDITIONAL REVIEW
SME_00095,Urban LightManufacturing Mart,Manufacturing,True,50,0,0,2026-06-10T07:09:26,67.62,B,81.29,A,757,APPROVE
SME_00096,Future Warehousing Textiles,Logistics,False,50,0,0,2026-06-10T07:09:26,46.14,C,66.83,B,649,CONDITIONAL REVIEW
SME_00097,Alpha FarmInputs Textiles,AgriTech,False,50,0,0,2026-06-10T07:09:26,58.36,B,58.27,B,561,CONDITIONAL REVIEW
SME_00098,Smart HomeGoods Agro,Retail,False,50,0,0,2026-06-10T07:09:26,62.22,B,66.32,B,621,CONDITIONAL REVIEW
SME_00099,Future Fashion Foods,Retail,False,50,0,0,2026-06-10T07:09:26,54.03,B,61.46,B,616,CONDITIONAL REVIEW
SME_00100,Trust Accessories Solutions,Textile,False,50,0,0,2026-06-10T07:09:26,71.86,A,71.89,A,628,CONDITIONAL REVIEW
SME_00101,Fresh Accessories Agro,Textile,False,50,0,0,2026-06-10T07:09:27,50.57,B,59.2,B,584,FRAUD REVIEW
SME_00102,Future HealthServices Studio,Healthcare,False,50,0,0,2026-06-10T07:09:27,50.34,B,59.88,B,624,CONDITIONAL REVIEW
SME_00103,Rapid MetalWorks Logistics,Manufacturing,False,50,0,0,2026-06-10T07:09:27,46.89,C,57.69,B,601,FRAUD REVIEW
SME_00104,Vertex Garments Agro,Textile,False,50,0,0,2026-06-10T07:09:27,41.3,C,57.76,B,609,FRAUD REVIEW
SME_00105,Green Payments Digital,FinTech,True,50,0,0,2026-06-10T07:09:27,54.68,B,66.01,B,675,APPROVE
SME_00106,Vertex Pharmacy Mart,Healthcare,False,50,0,0,2026-06-10T07:09:27,58.97,B,64.29,B,663,FRAUD REVIEW
SME_00107,Fresh ProcessedFood Mart,Food,True,50,0,0,2026-06-10T07:09:27,59.22,B,70.17,A,713,APPROVE
SME_00108,Secure LightManufacturing Ventures,Manufacturing,False,50,0,0,2026-06-10T07:09:27,55.69,B,70.59,A,633,CONDITIONAL REVIEW
SME_00109,Blue Grocery Mart,Retail,True,50,0,0,2026-06-10T07:09:27,53.46,B,70.73,A,693,APPROVE
SME_00110,Green Accessories Textiles,Textile,True,50,0,0,2026-06-10T07:09:27,49.67,C,73.54,A,715,APPROVE
SME_00111,Golden Restaurant Ventures,Food,False,50,0,0,2026-06-10T07:09:27,41.42,C,56.41,B,579,FRAUD REVIEW
SME_00112,Rapid Packaging Foods,Manufacturing,True,50,0,0,2026-06-10T07:09:27,82.08,A,77.8,A,748,APPROVE
SME_00113,Ever LightManufacturing Hub,Manufacturing,False,50,0,0,2026-06-10T07:09:27,36.77,C,55.38,B,571,CONDITIONAL REVIEW
SME_00114,Ever FleetServices Mart,Logistics,True,50,0,0,2026-06-10T07:09:27,62.63,B,76.48,A,719,APPROVE
SME_00115,Golden Plastic Studio,Manufacturing,False,50,0,0,2026-06-10T07:09:27,49.24,C,50.21,B,576,FRAUD REVIEW
SME_00116,Trust Garments Mart,Textile,True,50,0,0,2026-06-10T07:09:27,64.7,B,73.77,A,683,APPROVE
SME_00117,Future Pharmacy Agro,Healthcare,False,50,0,0,2026-06-10T07:09:27,46.25,C,47.37,C,573,FRAUD REVIEW
SME_00118,Fresh Diagnostics Solutions,Healthcare,True,50,0,0,2026-06-10T07:09:27,46.11,C,70.1,A,718,APPROVE
SME_00119,Bright Restaurant Textiles,Food,False,50,0,0,2026-06-10T07:09:27,40.89,C,46.33,C,497,FRAUD REVIEW
SME_00120,Secure FleetServices Digital,Logistics,True,50,0,0,2026-06-10T07:09:27,84.64,A,82.9,A,757,APPROVE
SME_00121,Rapid Warehousing Ventures,Logistics,False,50,0,0,2026-06-10T07:09:27,54.51,B,66.32,B,585,CONDITIONAL REVIEW
SME_00122,Smart Delivery Solutions,Logistics,True,50,0,0,2026-06-10T07:09:27,57.71,B,68.72,B,706,APPROVE
SME_00123,Future Grocery Enterprises,Retail,True,50,0,0,2026-06-10T07:09:27,69.12,B,89.75,A,801,APPROVE
SME_00124,Trust Beverage Traders,Food,True,50,0,0,2026-06-10T07:09:27,56.3,B,74.65,A,702,APPROVE
SME_00125,Trust Fashion Enterprises,Retail,False,50,0,0,2026-06-10T07:09:27,57.27,B,62.73,B,680,FRAUD REVIEW
SME_00126,Fresh Bakery Enterprises,Food,False,50,0,0,2026-06-10T07:09:27,39.05,C,51.87,B,533,FRAUD REVIEW
SME_00127,Vertex ColdStorage Textiles,AgriTech,False,50,0,0,2026-06-10T07:09:27,40.75,C,43.69,C,502,REJECT
SME_00128,Alpha Grocery Partners,Retail,False,50,0,0,2026-06-10T07:09:27,43.3,C,58.31,B,646,CONDITIONAL REVIEW
SME_00129,Alpha Electronics Foods,Retail,True,50,0,0,2026-06-10T07:09:27,62.68,B,73.32,A,666,APPROVE
SME_00130,Ever Delivery Enterprises,Logistics,True,50,0,0,2026-06-10T07:09:27,57.32,B,71.42,A,733,APPROVE
SME_00131,Secure Plastic Digital,Manufacturing,False,50,0,0,2026-06-10T07:09:27,43.22,C,58.47,B,574,CONDITIONAL REVIEW
SME_00132,Prime Garments Textiles,Textile,False,50,0,0,2026-06-10T07:09:27,59.25,B,58.04,B,593,CONDITIONAL REVIEW
SME_00133,Green Delivery Traders,Logistics,False,50,0,0,2026-06-10T07:09:28,33.91,C,51.43,B,537,FRAUD REVIEW
SME_00134,Prime DairySupport Enterprises,AgriTech,False,50,0,0,2026-06-10T07:09:28,47.03,C,59.58,B,621,CONDITIONAL REVIEW
SME_00135,Urban Delivery Partners,Logistics,False,50,0,0,2026-06-10T07:09:28,32.2,C,50.38,B,523,CONDITIONAL REVIEW
SME_00136,Bright Electronics Traders,Retail,True,50,0,0,2026-06-10T07:09:28,55.62,B,70.56,A,703,APPROVE
SME_00137,Rapid Fabric Hub,Textile,True,50,0,0,2026-06-10T07:09:28,58.36,B,77.7,A,711,APPROVE
SME_00138,Urban Beverage Care,Food,False,50,0,0,2026-06-10T07:09:28,59.19,B,69.65,B,715,FRAUD REVIEW
SME_00139,Ever AccountingTech Solutions,FinTech,True,50,0,0,2026-06-10T07:09:28,71.9,A,84.28,A,798,APPROVE
SME_00140,Green Grocery Mart,Retail,False,50,0,0,2026-06-10T07:09:28,47.49,C,62.45,B,580,CONDITIONAL REVIEW
SME_00141,Green Beverage Traders,Food,False,50,0,0,2026-06-10T07:09:28,49.06,C,64.18,B,590,CONDITIONAL REVIEW
SME_00142,Alpha Restaurant Digital,Food,False,50,0,0,2026-06-10T07:09:28,50.88,B,58.58,B,570,CONDITIONAL REVIEW
SME_00143,Ever Fabric Logistics,Textile,False,50,0,0,2026-06-10T07:09:28,26.47,D,40.28,C,460,REJECT
SME_00144,Alpha FleetServices Care,Logistics,True,50,0,0,2026-06-10T07:09:28,61.86,B,78.0,A,721,APPROVE
SME_00145,Golden Beverage Ventures,Food,False,50,0,0,2026-06-10T07:09:28,33.65,C,45.36,C,499,FRAUD REVIEW
SME_00146,Prime MetalWorks Enterprises,Manufacturing,True,50,0,0,2026-06-10T07:09:28,54.62,B,72.36,A,730,APPROVE
SME_00147,Rapid DairySupport Logistics,AgriTech,False,50,0,0,2026-06-10T07:09:28,73.79,A,65.11,B,609,CONDITIONAL REVIEW
SME_00148,Green Beverage Hub,Food,False,50,0,0,2026-06-10T07:09:28,43.84,C,51.36,B,492,FRAUD REVIEW
SME_00149,Urban Bakery Logistics,Food,False,50,0,0,2026-06-10T07:09:28,33.56,C,46.7,C,510,REJECT
SME_00150,Golden Electronics Partners,Retail,True,50,0,0,2026-06-10T07:09:28,68.43,B,80.37,A,710,APPROVE
SME_00151,Future AccountingTech Mart,FinTech,True,50,0,0,2026-06-10T07:09:28,66.16,B,72.07,A,759,APPROVE
SME_00152,Urban Garments Studio,Textile,False,50,0,0,2026-06-10T07:09:28,56.51,B,57.76,B,614,FRAUD REVIEW
SME_00153,Trust Grocery Works,Retail,False,50,0,0,2026-06-10T07:09:28,50.21,B,56.26,B,630,CONDITIONAL REVIEW
SME_00154,Future Bakery Traders,Food,False,50,0,0,2026-06-10T07:09:28,37.92,C,53.66,B,544,CONDITIONAL REVIEW
SME_00155,Golden Electronics Partners,Retail,False,50,0,0,2026-06-10T07:09:28,48.77,C,58.74,B,578,CONDITIONAL REVIEW
SME_00156,Bright Warehousing Hub,Logistics,False,50,0,0,2026-06-10T07:09:28,63.77,B,68.85,B,613,CONDITIONAL REVIEW
SME_00157,Trust LightManufacturing Solutions,Manufacturing,False,50,0,0,2026-06-10T07:09:28,43.9,C,53.49,B,548,FRAUD REVIEW
SME_00158,Blue Delivery Care,Logistics,False,50,0,0,2026-06-10T07:09:28,51.18,B,64.09,B,645,CONDITIONAL REVIEW
SME_00159,Urban Clinic Ventures,Healthcare,True,50,0,0,2026-06-10T07:09:28,90.36,A,92.79,A,813,APPROVE
SME_00160,Alpha Diagnostics Agro,Healthcare,True,50,0,0,2026-06-10T07:09:28,49.71,C,68.68,B,673,APPROVE
SME_00161,Nova Fashion Textiles,Retail,False,50,0,0,2026-06-10T07:09:28,36.16,C,45.4,C,506,REJECT
SME_00162,Rapid Garments Partners,Textile,False,50,0,0,2026-06-10T07:09:28,46.2,C,48.76,C,574,CONDITIONAL REVIEW
SME_00163,Ever MetalWorks Studio,Manufacturing,False,50,0,0,2026-06-10T07:09:28,59.31,B,61.85,B,635,CONDITIONAL REVIEW
SME_00164,Smart Fashion Logistics,Retail,False,50,0,0,2026-06-10T07:09:28,62.74,B,59.54,B,624,FRAUD REVIEW
SME_00165,Rapid Restaurant Studio,Food,False,50,0,0,2026-06-10T07:09:29,49.12,C,55.41,B,540,CONDITIONAL REVIEW
SME_00166,Trust ColdStorage Agro,AgriTech,True,50,0,0,2026-06-10T07:09:29,75.9,A,76.5,A,715,APPROVE
SME_00167,Urban SMEFinance Care,FinTech,False,50,0,0,2026-06-10T07:09:29,57.58,B,55.76,B,599,FRAUD REVIEW
SME_00168,Trust AccountingTech Foods,FinTech,True,50,0,0,2026-06-10T07:09:29,68.67,B,77.26,A,779,APPROVE
SME_00169,Golden FarmInputs Traders,AgriTech,False,50,0,0,2026-06-10T07:09:29,54.79,B,51.76,B,534,CONDITIONAL REVIEW
SME_00170,Nova Accessories Care,Textile,False,50,0,0,2026-06-10T07:09:29,40.81,C,51.25,B,569,CONDITIONAL REVIEW
SME_00171,Secure Plastic Hub,Manufacturing,False,50,0,0,2026-06-10T07:09:29,43.1,C,62.24,B,639,FRAUD REVIEW
SME_00172,Urban Beverage Agro,Food,True,50,0,0,2026-06-10T07:09:29,74.49,A,94.12,A,808,APPROVE
SME_00173,Urban Packaging Solutions,Manufacturing,False,50,0,0,2026-06-10T07:09:29,43.05,C,47.8,C,554,FRAUD REVIEW
SME_00174,Smart Fabric Works,Textile,False,50,0,0,2026-06-10T07:09:29,52.13,B,63.7,B,637,CONDITIONAL REVIEW
SME_00175,Future Fashion Foods,Retail,False,50,0,0,2026-06-10T07:09:29,40.93,C,45.68,C,573,CONDITIONAL REVIEW
SME_00176,Fresh Fashion Works,Retail,False,50,0,0,2026-06-10T07:09:29,64.56,B,66.8,B,637,CONDITIONAL REVIEW
SME_00177,Rapid Beverage Foods,Food,False,50,0,0,2026-06-10T07:09:29,48.56,C,67.06,B,638,CONDITIONAL REVIEW
SME_00178,Vertex Dyeing Agro,Textile,False,50,0,0,2026-06-10T07:09:29,51.06,B,51.65,B,541,FRAUD REVIEW
SME_00179,Golden Accessories Studio,Textile,False,50,0,0,2026-06-10T07:09:29,52.41,B,58.49,B,616,CONDITIONAL REVIEW
SME_00180,Blue HealthServices Studio,Healthcare,True,50,0,0,2026-06-10T07:09:29,49.37,C,70.96,A,739,APPROVE
SME_00181,Prime Accessories Traders,Textile,False,50,0,0,2026-06-10T07:09:29,38.85,C,63.44,B,636,FRAUD REVIEW
SME_00182,Golden Garments Ventures,Textile,False,50,0,0,2026-06-10T07:09:29,47.15,C,60.69,B,581,CONDITIONAL REVIEW
SME_00183,Golden Bakery Hub,Food,True,50,0,0,2026-06-10T07:09:29,79.41,A,84.3,A,754,APPROVE
SME_00184,Vertex AgroProcessing Foods,AgriTech,False,50,0,0,2026-06-10T07:09:29,52.43,B,54.74,B,582,FRAUD REVIEW
SME_00185,Alpha SMEFinance Works,FinTech,True,50,0,0,2026-06-10T07:09:29,84.8,A,82.42,A,800,APPROVE
SME_00186,Prime FleetServices Logistics,Logistics,False,50,0,0,2026-06-10T07:09:29,59.86,B,64.88,B,643,CONDITIONAL REVIEW
SME_00187,Vertex AgroProcessing Hub,AgriTech,False,50,0,0,2026-06-10T07:09:29,55.51,B,67.22,B,645,CONDITIONAL REVIEW
SME_00188,Ever Electronics Mart,Retail,False,50,0,0,2026-06-10T07:09:29,41.17,C,58.39,B,581,CONDITIONAL REVIEW
SME_00189,Blue Diagnostics Ventures,Healthcare,False,50,0,0,2026-06-10T07:09:29,45.56,C,60.84,B,633,FRAUD REVIEW
SME_00190,Fresh Plastic Works,Manufacturing,True,50,0,0,2026-06-10T07:09:29,63.69,B,75.81,A,768,APPROVE
SME_00191,Trust Accessories Logistics,Textile,False,50,0,0,2026-06-10T07:09:29,34.45,C,49.42,C,517,FRAUD REVIEW
SME_00192,Trust Plastic Solutions,Manufacturing,True,50,0,0,2026-06-10T07:09:29,74.35,A,78.81,A,736,APPROVE
SME_00193,Blue HomeGoods Studio,Retail,False,50,0,0,2026-06-10T07:09:29,63.7,B,64.98,B,645,CONDITIONAL REVIEW
SME_00194,Ever AccountingTech Works,FinTech,True,50,0,0,2026-06-10T07:09:29,86.07,A,84.81,A,809,APPROVE
SME_00195,Trust Grocery Studio,Retail,False,50,0,0,2026-06-10T07:09:29,34.28,C,48.1,C,508,REJECT
SME_00196,Prime Packaging Hub,Manufacturing,False,50,0,0,2026-06-10T07:09:29,49.33,C,56.66,B,596,CONDITIONAL REVIEW
SME_00197,Alpha Warehousing Agro,Logistics,False,50,0,0,2026-06-10T07:09:30,38.78,C,55.63,B,583,CONDITIONAL REVIEW
SME_00198,Green Garments Works,Textile,False,50,0,0,2026-06-10T07:09:30,48.07,C,61.56,B,627,FRAUD REVIEW
SME_00199,Smart Packaging Mart,Manufacturing,False,50,0,0,2026-06-10T07:09:30,60.94,B,68.66,B,656,CONDITIONAL REVIEW
SME_00200,Prime AgroProcessing Digital,AgriTech,False,50,0,0,2026-06-10T07:09:30,51.07,B,58.64,B,583,CONDITIONAL REVIEW
SME_00201,Ever Payments Ventures,FinTech,False,50,0,0,2026-06-10T07:09:30,37.33,C,55.46,B,563,CONDITIONAL REVIEW
SME_00202,Smart Garments Foods,Textile,False,50,0,0,2026-06-10T07:09:30,50.34,B,66.43,B,596,CONDITIONAL REVIEW
SME_00203,Secure Bakery Partners,Food,False,50,0,0,2026-06-10T07:09:30,45.51,C,66.75,B,611,CONDITIONAL REVIEW
SME_00204,Blue Electronics Solutions,Retail,False,50,0,0,2026-06-10T07:09:30,39.7,C,52.74,B,527,CONDITIONAL REVIEW
SME_00205,Ever Electronics Digital,Retail,True,50,0,0,2026-06-10T07:09:30,82.78,A,83.0,A,700,APPROVE
